student_id,weakest_sub,weakest_sub_enc,addition_score,addition_ratio,addition_correct,comparing_fractions_score,comparing_fractions_ratio,comparing_fractions_correct,division_score,division_ratio,division_correct,fraction_to_decimal_score,fraction_to_decimal_ratio,fraction_to_decimal_correct,multiplication_score,multiplication_ratio,multiplication_correct,ordering_fractions_score,ordering_fractions_ratio,ordering_fractions_correct,simplifying_fractions_score,simplifying_fractions_ratio,simplifying_fractions_correct,subtraction_score,subtraction_ratio,subtraction_correct
S02186,Subtraction,7,18,0.9,4,20,1.0,5,12,0.6,3,10,0.5,2,18,0.9,4,16,0.8,4,16,0.8,4,4,0.2,1
S02311,Addition,0,8,0.4,1,8,0.4,2,12,0.6,2,12,0.6,3,16,0.8,3,12,0.6,2,12,0.6,3,18,0.9,4
S03489,Fraction to Decimal,3,10,0.5,2,14,0.7,3,16,0.8,4,4,0.2,1,12,0.6,2,14,0.7,3,16,0.8,4,18,0.9,4
S03730,Subtraction,7,12,0.6,3,16,0.8,4,14,0.7,3,16,0.8,3,16,0.8,3,18,0.9,4,16,0.8,4,8,0.4,2
S02098,Simplifying Fractions,6,12,0.6,2,14,0.7,3,6,0.3,1,12,0.6,2,4,0.2,0,16,0.8,4,4,0.2,1,10,0.5,2
S04718,Comparing Fractions,1,16,0.8,4,4,0.2,1,16,0.8,4,10,0.5,2,12,0.6,2,16,0.8,4,6,0.3,1,8,0.4,2
S01256,Simplifying Fractions,6,12,0.6,3,18,0.9,4,12,0.6,3,18,0.9,4,16,0.8,4,16,0.8,4,8,0.4,2,16,0.8,4
S04649,Subtraction,7,16,0.8,4,14,0.7,2,8,0.4,1,10,0.5,1,12,0.6,3,8,0.4,2,16,0.8,4,2,0.1,0
S02974,Fraction to Decimal,3,16,0.8,3,16,0.8,4,16,0.8,4,10,0.5,1,12,0.6,3,16,0.8,4,16,0.8,4,12,0.6,3
S03259,Ordering Fractions,5,10,0.5,2,14,0.7,3,12,0.6,3,12,0.6,2,14,0.7,3,6,0.3,1,12,0.6,3,8,0.4,2
S04367,Addition,0,6,0.3,1,14,0.7,3,8,0.4,2,12,0.6,3,16,0.8,4,8,0.4,2,10,0.5,2,10,0.5,2
S04083,Ordering Fractions,5,10,0.5,2,12,0.6,3,10,0.5,2,8,0.4,1,16,0.8,3,4,0.2,1,14,0.7,3,4,0.2,1
S06158,Division,2,8,0.4,2,12,0.6,3,0,0.0,0,0,0.0,0,8,0.4,2,8,0.4,2,8,0.4,2,4,0.2,1
S04578,Multiplication,4,16,0.8,4,16,0.8,4,10,0.5,2,16,0.8,4,8,0.4,2,14,0.7,3,12,0.6,3,16,0.8,4
S05563,Ordering Fractions,5,8,0.4,2,8,0.4,2,8,0.4,2,14,0.7,3,6,0.3,1,0,0.0,0,8,0.4,2,0,0.0,0
S01043,Multiplication,4,16,0.8,4,8,0.4,1,6,0.3,1,6,0.3,1,4,0.2,0,14,0.7,3,8,0.4,2,12,0.6,2
S02465,Fraction to Decimal,3,10,0.5,1,12,0.6,3,14,0.7,3,2,0.1,0,16,0.8,3,8,0.4,1,16,0.8,3,10,0.5,2
S05984,Comparing Fractions,1,6,0.3,1,4,0.2,1,4,0.2,1,16,0.8,4,10,0.5,2,12,0.6,3,4,0.2,1,14,0.7,3
S05665,Fraction to Decimal,3,8,0.4,2,10,0.5,2,8,0.4,2,4,0.2,1,18,0.9,4,14,0.7,3,12,0.6,3,12,0.6,3
S01642,Addition,0,6,0.3,1,8,0.4,2,10,0.5,2,10,0.5,2,12,0.6,3,6,0.3,1,12,0.6,3,6,0.3,1
S00983,Fraction to Decimal,3,12,0.6,3,12,0.6,3,20,1.0,5,2,0.1,0,16,0.8,4,14,0.7,3,20,1.0,5,16,0.8,4
S02909,Subtraction,7,16,0.8,4,16,0.8,4,12,0.6,3,12,0.6,3,12,0.6,3,18,0.9,4,16,0.8,3,6,0.3,1
S03456,Multiplication,4,6,0.3,1,8,0.4,1,18,0.9,4,16,0.8,3,4,0.2,1,8,0.4,1,8,0.4,1,12,0.6,2
S03937,Multiplication,4,20,1.0,5,8,0.4,2,12,0.6,2,10,0.5,2,2,0.1,0,10,0.5,1,8,0.4,1,4,0.2,1
S04599,Comparing Fractions,1,14,0.7,3,6,0.3,1,14,0.7,3,8,0.4,2,8,0.4,1,16,0.8,4,16,0.8,3,16,0.8,4
S00695,Multiplication,4,10,0.5,2,10,0.5,2,12,0.6,2,8,0.4,1,6,0.3,1,8,0.4,1,10,0.5,2,8,0.4,2
S04444,Division,2,10,0.5,2,12,0.6,3,4,0.2,0,14,0.7,2,10,0.5,2,8,0.4,2,12,0.6,2,10,0.5,2
S03038,Ordering Fractions,5,10,0.5,2,10,0.5,1,14,0.7,3,16,0.8,4,16,0.8,4,2,0.1,0,4,0.2,1,16,0.8,4
S05278,Ordering Fractions,5,16,0.8,4,0,0.0,0,4,0.2,1,4,0.2,1,10,0.5,2,0,0.0,0,12,0.6,3,8,0.4,2
S02166,Subtraction,7,12,0.6,2,10,0.5,2,18,0.9,4,8,0.4,2,14,0.7,3,12,0.6,3,14,0.7,3,8,0.4,1
S04024,Multiplication,4,16,0.8,4,14,0.7,3,6,0.3,1,16,0.8,3,4,0.2,0,14,0.7,3,8,0.4,1,8,0.4,1
S01402,Division,2,16,0.8,4,14,0.7,3,4,0.2,0,14,0.7,3,14,0.7,3,14,0.7,3,14,0.7,3,8,0.4,2
S03554,Division,2,10,0.5,2,10,0.5,2,8,0.4,1,8,0.4,2,16,0.8,4,12,0.6,2,12,0.6,2,16,0.8,4
S03439,Multiplication,4,16,0.8,4,20,1.0,5,12,0.6,3,14,0.7,3,4,0.2,0,14,0.7,3,16,0.8,4,10,0.5,2
S04646,Simplifying Fractions,6,18,0.9,4,14,0.7,3,16,0.8,3,10,0.5,1,20,1.0,5,18,0.9,4,2,0.1,0,14,0.7,3
S05967,Ordering Fractions,5,12,0.6,3,8,0.4,2,0,0.0,0,18,0.9,4,16,0.8,4,0,0.0,0,2,0.1,0,12,0.6,3
S04188,Ordering Fractions,5,14,0.7,3,12,0.6,3,6,0.3,1,10,0.5,2,14,0.7,3,4,0.2,1,12,0.6,3,16,0.8,4
S05516,Ordering Fractions,5,4,0.2,1,10,0.5,2,4,0.2,1,12,0.6,3,20,1.0,5,0,0.0,0,14,0.7,3,10,0.5,2
S01807,Ordering Fractions,5,6,0.3,1,14,0.7,3,14,0.7,3,8,0.4,2,10,0.5,2,4,0.2,1,8,0.4,2,12,0.6,3
S00891,Addition,0,8,0.4,1,14,0.7,3,14,0.7,2,20,1.0,5,12,0.6,3,14,0.7,2,10,0.5,2,8,0.4,2
S06287,Comparing Fractions,1,16,0.8,4,0,0.0,0,8,0.4,2,16,0.8,4,4,0.2,1,8,0.4,2,4,0.2,1,8,0.4,2
S03197,Fraction to Decimal,3,10,0.5,1,8,0.4,1,10,0.5,2,4,0.2,0,14,0.7,3,20,1.0,5,14,0.7,3,4,0.2,1
S03051,Ordering Fractions,5,16,0.8,4,18,0.9,4,10,0.5,2,12,0.6,3,16,0.8,4,8,0.4,2,10,0.5,1,18,0.9,4
S01657,Simplifying Fractions,6,12,0.6,2,14,0.7,3,12,0.6,2,18,0.9,4,10,0.5,2,16,0.8,4,8,0.4,2,18,0.9,4
S00253,Addition,0,8,0.4,1,12,0.6,2,20,1.0,5,10,0.5,1,10,0.5,2,20,1.0,5,16,0.8,3,18,0.9,4
S00289,Multiplication,4,10,0.5,2,14,0.7,3,20,1.0,5,14,0.7,3,8,0.4,1,8,0.4,2,8,0.4,2,18,0.9,4
S00441,Simplifying Fractions,6,10,0.5,2,12,0.6,2,8,0.4,2,14,0.7,3,12,0.6,2,12,0.6,3,6,0.3,1,20,1.0,5
S00039,Addition,0,8,0.4,2,8,0.4,2,10,0.5,2,10,0.5,2,12,0.6,3,14,0.7,3,20,1.0,5,14,0.7,3
S04239,Simplifying Fractions,6,0,0.0,0,16,0.8,3,10,0.5,2,12,0.6,3,14,0.7,3,10,0.5,1,0,0.0,0,14,0.7,3
S02366,Simplifying Fractions,6,20,1.0,5,14,0.7,3,18,0.9,4,16,0.8,4,10,0.5,2,16,0.8,3,4,0.2,1,18,0.9,4
S04945,Multiplication,4,20,1.0,5,8,0.4,2,10,0.5,2,8,0.4,2,0,0.0,0,8,0.4,2,14,0.7,3,14,0.7,3
S05857,Ordering Fractions,5,20,1.0,5,12,0.6,3,8,0.4,2,4,0.2,1,14,0.7,3,4,0.2,1,4,0.2,1,6,0.3,1
S05414,Division,2,18,0.9,4,8,0.4,2,8,0.4,2,20,1.0,5,16,0.8,4,20,1.0,5,14,0.7,3,16,0.8,4
S03251,Multiplication,4,16,0.8,4,16,0.8,4,14,0.7,3,14,0.7,3,6,0.3,1,10,0.5,2,10,0.5,2,12,0.6,3
S02881,Addition,0,6,0.3,1,8,0.4,2,14,0.7,3,8,0.4,2,12,0.6,3,14,0.7,3,14,0.7,3,12,0.6,2
S00207,Subtraction,7,10,0.5,2,20,1.0,5,10,0.5,2,10,0.5,2,6,0.3,1,8,0.4,2,6,0.3,0,6,0.3,1
S03744,Ordering Fractions,5,20,1.0,5,12,0.6,2,10,0.5,2,16,0.8,4,14,0.7,3,4,0.2,1,18,0.9,4,16,0.8,4
S00360,Multiplication,4,16,0.8,3,12,0.6,3,16,0.8,4,16,0.8,4,10,0.5,2,14,0.7,3,18,0.9,4,12,0.6,3
S06015,Comparing Fractions,1,12,0.6,3,4,0.2,1,8,0.4,2,8,0.4,2,16,0.8,4,12,0.6,3,20,1.0,5,20,1.0,5
S01780,Division,2,14,0.7,3,14,0.7,3,2,0.1,0,6,0.3,1,18,0.9,4,16,0.8,3,16,0.8,4,18,0.9,4
S05700,Simplifying Fractions,6,10,0.5,2,4,0.2,1,10,0.5,2,6,0.3,1,18,0.9,4,6,0.3,1,0,0.0,0,12,0.6,3
S04712,Multiplication,4,16,0.8,4,8,0.4,2,18,0.9,4,14,0.7,3,8,0.4,1,12,0.6,3,14,0.7,3,18,0.9,4
S01481,Comparing Fractions,1,8,0.4,2,6,0.3,1,14,0.7,3,8,0.4,2,14,0.7,3,14,0.7,3,20,1.0,5,10,0.5,2
S02809,Ordering Fractions,5,14,0.7,3,12,0.6,3,18,0.9,4,14,0.7,3,16,0.8,4,2,0.1,0,12,0.6,3,10,0.5,2
S01092,Subtraction,7,12,0.6,3,14,0.7,3,10,0.5,2,14,0.7,3,12,0.6,3,12,0.6,2,18,0.9,4,8,0.4,2
S01017,Simplifying Fractions,6,10,0.5,2,10,0.5,2,12,0.6,3,10,0.5,2,14,0.7,3,16,0.8,3,8,0.4,1,18,0.9,4
S02035,Fraction to Decimal,3,4,0.2,1,8,0.4,1,14,0.7,3,0,0.0,0,14,0.7,3,16,0.8,4,8,0.4,0,14,0.7,3
S05126,Subtraction,7,4,0.2,1,18,0.9,4,18,0.9,4,8,0.4,2,8,0.4,2,10,0.5,2,20,1.0,5,0,0.0,0
S01850,Fraction to Decimal,3,8,0.4,1,14,0.7,3,12,0.6,3,6,0.3,1,12,0.6,3,14,0.7,2,12,0.6,3,12,0.6,2
S00470,Addition,0,8,0.4,1,12,0.6,3,14,0.7,3,12,0.6,3,20,1.0,5,8,0.4,2,16,0.8,3,16,0.8,3
S00129,Fraction to Decimal,3,18,0.9,4,12,0.6,3,10,0.5,2,8,0.4,1,16,0.8,4,16,0.8,4,10,0.5,2,14,0.7,3
S01551,Addition,0,8,0.4,1,12,0.6,2,10,0.5,2,8,0.4,2,12,0.6,2,8,0.4,2,10,0.5,2,12,0.6,3
S00943,Simplifying Fractions,6,20,1.0,5,8,0.4,2,12,0.6,3,4,0.2,1,12,0.6,3,10,0.5,2,4,0.2,1,20,1.0,5
S03759,Subtraction,7,12,0.6,3,12,0.6,3,16,0.8,4,12,0.6,3,16,0.8,4,16,0.8,3,16,0.8,4,10,0.5,2
S02168,Comparing Fractions,1,10,0.5,2,4,0.2,0,20,1.0,5,8,0.4,1,12,0.6,3,14,0.7,3,8,0.4,2,14,0.7,3
S05141,Ordering Fractions,5,16,0.8,4,14,0.7,3,18,0.9,4,8,0.4,2,12,0.6,3,8,0.4,2,16,0.8,4,8,0.4,2
S02589,Subtraction,7,14,0.7,3,14,0.7,3,12,0.6,2,14,0.7,3,10,0.5,2,16,0.8,3,14,0.7,3,10,0.5,1
S02734,Subtraction,7,10,0.5,2,14,0.7,3,8,0.4,1,8,0.4,1,16,0.8,4,16,0.8,4,16,0.8,4,8,0.4,2
S05248,Simplifying Fractions,6,16,0.8,4,4,0.2,1,20,1.0,5,8,0.4,2,8,0.4,2,16,0.8,4,4,0.2,1,12,0.6,3
S01105,Ordering Fractions,5,12,0.6,3,12,0.6,2,16,0.8,4,14,0.7,3,6,0.3,1,2,0.1,0,6,0.3,1,12,0.6,3
S02651,Addition,0,4,0.2,1,12,0.6,2,8,0.4,2,8,0.4,2,8,0.4,1,10,0.5,2,14,0.7,3,4,0.2,1
S05781,Division,2,8,0.4,2,10,0.5,2,0,0.0,0,4,0.2,1,14,0.7,3,12,0.6,3,10,0.5,2,10,0.5,2
S00086,Fraction to Decimal,3,10,0.5,2,12,0.6,3,12,0.6,3,8,0.4,2,16,0.8,4,8,0.4,1,14,0.7,3,14,0.7,3
S00094,Subtraction,7,12,0.6,3,14,0.7,3,10,0.5,2,10,0.5,1,10,0.5,2,8,0.4,1,8,0.4,2,6,0.3,0
S02437,Division,2,12,0.6,2,6,0.3,1,4,0.2,0,10,0.5,2,10,0.5,2,6,0.3,1,8,0.4,0,12,0.6,3
S01922,Comparing Fractions,1,16,0.8,3,12,0.6,3,16,0.8,4,16,0.8,4,16,0.8,4,16,0.8,4,14,0.7,3,18,0.9,4
S01622,Ordering Fractions,5,14,0.7,3,20,1.0,5,14,0.7,3,14,0.7,3,12,0.6,2,10,0.5,2,12,0.6,3,12,0.6,3
S03559,Subtraction,7,16,0.8,3,14,0.7,3,16,0.8,4,10,0.5,2,12,0.6,3,20,1.0,5,20,1.0,5,10,0.5,2
S02212,Multiplication,4,14,0.7,3,18,0.9,4,14,0.7,3,16,0.8,4,8,0.4,1,20,1.0,5,16,0.8,4,10,0.5,2
S00038,Multiplication,4,14,0.7,3,10,0.5,1,12,0.6,3,8,0.4,1,6,0.3,1,14,0.7,2,14,0.7,3,8,0.4,1
S02010,Addition,0,8,0.4,1,14,0.7,3,10,0.5,2,18,0.9,4,16,0.8,4,12,0.6,2,12,0.6,3,20,1.0,5
S01227,Simplifying Fractions,6,14,0.7,3,12,0.6,3,10,0.5,2,4,0.2,1,12,0.6,3,16,0.8,4,0,0.0,0,12,0.6,2
S01563,Addition,0,2,0.1,0,12,0.6,2,12,0.6,2,10,0.5,2,8,0.4,2,16,0.8,4,10,0.5,2,16,0.8,4
S01571,Simplifying Fractions,6,8,0.4,2,6,0.3,0,6,0.3,1,8,0.4,2,16,0.8,4,12,0.6,3,4,0.2,0,4,0.2,1
S03130,Multiplication,4,10,0.5,1,16,0.8,4,4,0.2,0,10,0.5,2,0,0.0,0,16,0.8,3,12,0.6,2,16,0.8,4
S01895,Fraction to Decimal,3,8,0.4,2,18,0.9,4,8,0.4,1,4,0.2,1,20,1.0,5,8,0.4,2,20,1.0,5,18,0.9,4
S00538,Fraction to Decimal,3,10,0.5,2,10,0.5,2,12,0.6,3,6,0.3,1,14,0.7,3,14,0.7,3,10,0.5,2,16,0.8,4
S02185,Subtraction,7,14,0.7,3,14,0.7,3,14,0.7,3,16,0.8,4,8,0.4,2,12,0.6,3,10,0.5,2,8,0.4,1
S04699,Ordering Fractions,5,10,0.5,2,8,0.4,1,10,0.5,2,12,0.6,1,20,1.0,5,6,0.3,1,14,0.7,3,12,0.6,2
S03690,Subtraction,7,16,0.8,4,10,0.5,2,20,1.0,5,16,0.8,4,12,0.6,3,16,0.8,4,10,0.5,2,8,0.4,1
S02842,Ordering Fractions,5,16,0.8,4,4,0.2,1,6,0.3,1,12,0.6,3,12,0.6,3,4,0.2,1,12,0.6,3,12,0.6,2
S02799,Subtraction,7,16,0.8,4,12,0.6,3,12,0.6,3,12,0.6,2,14,0.7,2,12,0.6,2,8,0.4,2,8,0.4,1
S00960,Simplifying Fractions,6,14,0.7,3,10,0.5,2,16,0.8,4,8,0.4,2,2,0.1,0,8,0.4,2,0,0.0,0,10,0.5,2
S00723,Multiplication,4,12,0.6,3,16,0.8,4,12,0.6,3,12,0.6,3,8,0.4,2,14,0.7,3,14,0.7,3,16,0.8,4
S04994,Fraction to Decimal,3,10,0.5,2,16,0.8,4,8,0.4,2,6,0.3,1,8,0.4,2,10,0.5,2,20,1.0,5,20,1.0,5
S02777,Fraction to Decimal,3,16,0.8,4,10,0.5,2,16,0.8,4,6,0.3,1,12,0.6,3,12,0.6,3,12,0.6,2,14,0.7,3
S02503,Fraction to Decimal,3,14,0.7,3,4,0.2,0,16,0.8,3,4,0.2,0,14,0.7,3,12,0.6,2,14,0.7,3,14,0.7,3
S00613,Comparing Fractions,1,10,0.5,1,8,0.4,1,16,0.8,3,12,0.6,2,16,0.8,4,14,0.7,3,14,0.7,3,14,0.7,3
S04903,Ordering Fractions,5,10,0.5,1,14,0.7,3,8,0.4,2,10,0.5,2,4,0.2,1,4,0.2,0,8,0.4,1,18,0.9,4
S01982,Fraction to Decimal,3,16,0.8,4,16,0.8,4,10,0.5,1,6,0.3,1,16,0.8,4,12,0.6,3,14,0.7,2,12,0.6,3
S05374,Multiplication,4,8,0.4,2,16,0.8,4,18,0.9,4,4,0.2,1,4,0.2,1,16,0.8,4,12,0.6,3,12,0.6,3
S01377,Subtraction,7,10,0.5,2,12,0.6,3,14,0.7,3,10,0.5,2,16,0.8,4,14,0.7,3,16,0.8,4,6,0.3,1
S02050,Multiplication,4,8,0.4,1,14,0.7,3,6,0.3,1,10,0.5,2,6,0.3,1,16,0.8,3,12,0.6,3,12,0.6,3
S05229,Fraction to Decimal,3,4,0.2,1,8,0.4,2,4,0.2,1,4,0.2,1,14,0.7,3,12,0.6,3,4,0.2,1,8,0.4,2
S01208,Division,2,16,0.8,4,12,0.6,3,4,0.2,1,14,0.7,3,16,0.8,4,10,0.5,2,18,0.9,4,8,0.4,1
S01101,Addition,0,2,0.1,0,8,0.4,2,12,0.6,3,20,1.0,5,8,0.4,2,12,0.6,3,14,0.7,3,2,0.1,0
S04476,Ordering Fractions,5,16,0.8,4,18,0.9,4,14,0.7,3,6,0.3,1,18,0.9,4,4,0.2,0,6,0.3,1,10,0.5,2
S00149,Fraction to Decimal,3,8,0.4,2,12,0.6,2,10,0.5,1,4,0.2,0,8,0.4,2,12,0.6,2,4,0.2,1,6,0.3,1
S04582,Multiplication,4,10,0.5,2,8,0.4,1,14,0.7,3,14,0.7,3,6,0.3,0,16,0.8,4,10,0.5,2,10,0.5,2
S03614,Fraction to Decimal,3,8,0.4,2,12,0.6,3,14,0.7,3,2,0.1,0,10,0.5,1,12,0.6,2,12,0.6,3,12,0.6,2
S03831,Division,2,12,0.6,2,14,0.7,3,4,0.2,0,8,0.4,1,20,1.0,5,10,0.5,2,18,0.9,4,12,0.6,3
S02912,Fraction to Decimal,3,14,0.7,2,10,0.5,2,14,0.7,3,4,0.2,1,10,0.5,2,14,0.7,3,8,0.4,2,14,0.7,3
S04271,Comparing Fractions,1,18,0.9,4,10,0.5,2,16,0.8,4,12,0.6,1,10,0.5,2,10,0.5,2,16,0.8,3,18,0.9,4
S05874,Ordering Fractions,5,4,0.2,1,8,0.4,2,16,0.8,4,18,0.9,4,8,0.4,2,4,0.2,1,10,0.5,2,8,0.4,2
S04725,Multiplication,4,18,0.9,4,6,0.3,1,8,0.4,1,8,0.4,2,4,0.2,0,12,0.6,3,12,0.6,2,16,0.8,4
S05259,Multiplication,4,2,0.1,0,6,0.3,1,8,0.4,2,0,0.0,0,0,0.0,0,4,0.2,1,8,0.4,2,18,0.9,4
S05152,Comparing Fractions,1,12,0.6,3,8,0.4,2,8,0.4,2,12,0.6,3,8,0.4,2,20,1.0,5,20,1.0,5,14,0.7,3
S01015,Multiplication,4,6,0.3,1,16,0.8,4,16,0.8,3,18,0.9,4,6,0.3,0,12,0.6,2,14,0.7,3,14,0.7,3
S05151,Fraction to Decimal,3,12,0.6,3,8,0.4,2,20,1.0,5,0,0.0,0,16,0.8,4,8,0.4,2,14,0.7,3,8,0.4,2
S02591,Addition,0,2,0.1,0,16,0.8,4,6,0.3,1,12,0.6,3,14,0.7,3,8,0.4,1,10,0.5,2,16,0.8,4
S03855,Comparing Fractions,1,18,0.9,4,6,0.3,1,20,1.0,5,16,0.8,4,8,0.4,2,14,0.7,3,14,0.7,3,12,0.6,2
S05071,Division,2,18,0.9,4,12,0.6,3,4,0.2,1,12,0.6,3,14,0.7,3,20,1.0,5,10,0.5,2,10,0.5,2
S05802,Addition,0,4,0.2,1,12,0.6,3,8,0.4,2,16,0.8,4,12,0.6,3,12,0.6,3,16,0.8,4,16,0.8,4
S01273,Fraction to Decimal,3,14,0.7,3,12,0.6,2,16,0.8,4,6,0.3,1,12,0.6,2,8,0.4,1,10,0.5,2,10,0.5,1
S00664,Comparing Fractions,1,12,0.6,3,8,0.4,0,16,0.8,4,12,0.6,2,10,0.5,2,18,0.9,4,8,0.4,1,12,0.6,2
S01174,Multiplication,4,18,0.9,4,10,0.5,2,20,1.0,5,12,0.6,3,8,0.4,1,16,0.8,4,8,0.4,2,16,0.8,4
S01896,Subtraction,7,14,0.7,3,16,0.8,4,16,0.8,4,16,0.8,4,16,0.8,4,16,0.8,4,14,0.7,3,8,0.4,1
S00977,Fraction to Decimal,3,8,0.4,1,18,0.9,4,12,0.6,3,6,0.3,1,14,0.7,3,10,0.5,2,16,0.8,4,10,0.5,2
S04829,Ordering Fractions,5,16,0.8,4,10,0.5,2,14,0.7,3,12,0.6,2,14,0.7,3,10,0.5,2,10,0.5,2,20,1.0,5
S04035,Simplifying Fractions,6,14,0.7,3,6,0.3,1,8,0.4,2,6,0.3,1,20,1.0,5,14,0.7,2,2,0.1,0,12,0.6,2
S02782,Fraction to Decimal,3,12,0.6,3,8,0.4,2,8,0.4,2,8,0.4,2,12,0.6,1,16,0.8,4,14,0.7,3,20,1.0,5
S06186,Ordering Fractions,5,12,0.6,3,20,1.0,5,0,0.0,0,0,0.0,0,8,0.4,2,0,0.0,0,4,0.2,1,4,0.2,1
S01616,Fraction to Decimal,3,12,0.6,2,12,0.6,3,16,0.8,4,4,0.2,1,10,0.5,2,16,0.8,4,6,0.3,1,10,0.5,2
S04938,Simplifying Fractions,6,18,0.9,4,12,0.6,3,8,0.4,1,10,0.5,2,10,0.5,1,14,0.7,3,8,0.4,2,12,0.6,2
S02908,Multiplication,4,16,0.8,4,16,0.8,3,12,0.6,2,10,0.5,2,4,0.2,1,8,0.4,2,12,0.6,3,16,0.8,4
S00956,Division,2,8,0.4,1,12,0.6,3,2,0.1,0,8,0.4,1,8,0.4,1,12,0.6,3,6,0.3,1,14,0.7,3
S03689,Fraction to Decimal,3,12,0.6,2,12,0.6,3,14,0.7,3,8,0.4,1,14,0.7,3,16,0.8,4,16,0.8,4,14,0.7,3
S02258,Multiplication,4,12,0.6,2,12,0.6,3,12,0.6,3,8,0.4,2,4,0.2,0,12,0.6,2,10,0.5,2,12,0.6,2
S05646,Comparing Fractions,1,12,0.6,3,10,0.5,2,14,0.7,3,14,0.7,3,12,0.6,3,16,0.8,4,20,1.0,5,20,1.0,5
S00870,Fraction to Decimal,3,14,0.7,3,16,0.8,4,8,0.4,2,4,0.2,0,16,0.8,4,14,0.7,3,14,0.7,3,10,0.5,2
S06279,Simplifying Fractions,6,8,0.4,2,20,1.0,5,8,0.4,2,8,0.4,2,8,0.4,2,20,1.0,5,4,0.2,1,20,1.0,5
S01366,Ordering Fractions,5,14,0.7,3,18,0.9,4,14,0.7,3,10,0.5,2,4,0.2,0,2,0.1,0,8,0.4,2,12,0.6,2
S03666,Division,2,12,0.6,3,18,0.9,4,10,0.5,2,12,0.6,3,16,0.8,4,20,1.0,5,18,0.9,4,12,0.6,2
S01535,Fraction to Decimal,3,10,0.5,2,12,0.6,3,16,0.8,3,4,0.2,1,14,0.7,3,4,0.2,0,6,0.3,1,16,0.8,4
S05409,Fraction to Decimal,3,16,0.8,4,16,0.8,4,12,0.6,3,8,0.4,2,16,0.8,4,8,0.4,2,16,0.8,4,12,0.6,3
S03586,Fraction to Decimal,3,16,0.8,3,18,0.9,4,8,0.4,2,6,0.3,0,10,0.5,2,8,0.4,1,12,0.6,2,16,0.8,3
S05242,Fraction to Decimal,3,20,1.0,5,14,0.7,3,14,0.7,3,0,0.0,0,18,0.9,4,16,0.8,4,20,1.0,5,16,0.8,4
S00499,Comparing Fractions,1,14,0.7,3,8,0.4,0,12,0.6,3,20,1.0,5,12,0.6,2,16,0.8,3,16,0.8,4,12,0.6,3
S04871,Subtraction,7,16,0.8,3,14,0.7,3,12,0.6,2,12,0.6,3,10,0.5,2,18,0.9,4,12,0.6,3,6,0.3,1
S04155,Multiplication,4,16,0.8,3,12,0.6,3,12,0.6,2,14,0.7,3,8,0.4,1,18,0.9,4,16,0.8,4,14,0.7,3
S03075,Addition,0,2,0.1,0,6,0.3,1,14,0.7,3,10,0.5,2,20,1.0,5,10,0.5,2,8,0.4,2,14,0.7,3
S05358,Multiplication,4,12,0.6,3,16,0.8,4,0,0.0,0,8,0.4,2,0,0.0,0,8,0.4,2,14,0.7,3,12,0.6,3
S04573,Division,2,8,0.4,1,14,0.7,3,4,0.2,1,12,0.6,3,10,0.5,2,6,0.3,1,18,0.9,4,14,0.7,2
S02331,Subtraction,7,8,0.4,0,10,0.5,2,16,0.8,4,12,0.6,3,14,0.7,3,18,0.9,4,12,0.6,3,6,0.3,1
S02993,Comparing Fractions,1,10,0.5,2,6,0.3,1,12,0.6,3,10,0.5,2,10,0.5,1,16,0.8,4,18,0.9,4,12,0.6,3
S01528,Simplifying Fractions,6,12,0.6,3,12,0.6,3,14,0.7,2,10,0.5,2,14,0.7,3,10,0.5,1,2,0.1,0,12,0.6,3
S00894,Subtraction,7,16,0.8,4,12,0.6,3,14,0.7,3,14,0.7,2,16,0.8,3,16,0.8,4,14,0.7,3,8,0.4,2
S03861,Multiplication,4,14,0.7,3,14,0.7,3,10,0.5,2,8,0.4,1,8,0.4,1,12,0.6,3,14,0.7,3,12,0.6,2
S05292,Ordering Fractions,5,8,0.4,2,12,0.6,3,4,0.2,1,4,0.2,1,10,0.5,2,2,0.1,0,2,0.1,0,16,0.8,4
S03213,Multiplication,4,14,0.7,3,16,0.8,4,14,0.7,3,16,0.8,4,8,0.4,2,12,0.6,3,16,0.8,3,12,0.6,2
S02947,Subtraction,7,14,0.7,3,8,0.4,2,14,0.7,3,12,0.6,3,16,0.8,4,14,0.7,3,16,0.8,4,4,0.2,1
S02978,Multiplication,4,16,0.8,4,14,0.7,3,20,1.0,5,10,0.5,2,0,0.0,0,12,0.6,3,12,0.6,3,14,0.7,3
S05630,Ordering Fractions,5,8,0.4,2,16,0.8,4,6,0.3,1,12,0.6,3,10,0.5,2,4,0.2,1,16,0.8,4,16,0.8,4
S03988,Addition,0,6,0.3,1,16,0.8,4,8,0.4,2,12,0.6,3,16,0.8,4,18,0.9,4,12,0.6,3,12,0.6,3
S02886,Fraction to Decimal,3,8,0.4,2,12,0.6,3,12,0.6,3,6,0.3,0,12,0.6,2,8,0.4,2,16,0.8,3,12,0.6,2
S02796,Subtraction,7,14,0.7,3,8,0.4,2,12,0.6,3,10,0.5,1,16,0.8,4,12,0.6,3,12,0.6,2,2,0.1,0
S05772,Subtraction,7,16,0.8,4,20,1.0,5,8,0.4,2,12,0.6,3,14,0.7,3,4,0.2,1,18,0.9,4,4,0.2,1
