weak_area,video_title,video_url,video_duration,difficulty_level,content_quality_score,student_suitability_score,recommendation_score
Addition,Multi-Digit Addition,https://youtu.be/mAvuom42NyY?si=3Om627A44-sGimLU,6:28,Beginner,8.5,7.293,8.065
Addition,Adding Large Numbers,https://youtu.be/T9asFgfN5bg?si=CI2z3n21hND5aFvQ,5:03,Intermediate,7.8,8.276,7.894
Subtraction,Subtracting Large Numbers,https://youtu.be/HlxqCdDrbdc?si=1RAFlZfZuuD3LnjX,5:04,Intermediate,8.0,7.238,7.498
Comparing Fractions,Comparing Fractions with different Denominators,https://youtu.be/d6fCqzuWjbo?si=eVQb7MoRlFCtsvGj,10:11,Intermediate,8.6,9.096,8.617
Subtraction,Introduction to Subtraction,https://youtu.be/r3qKojj4g4g?si=-XA75LAElZS8jQOy,10:42,Advanced,8.6,8.785,8.145
Multiplication,Long Multiplication for Grade 7,https://www.youtube.com/watch?v=r85EMNbWMiE,21:00,Beginner,9.2,9.857,8.776
Division,Smart Long Division,https://youtu.be/HJYHNxS64f0?si=PJiPytkuwiCJhiuV,14:40,Advanced,8.9,7.968,7.792
Addition,Multi-Digit Addition,https://youtu.be/mAvuom42NyY?si=3Om627A44-sGimLU,6:28,Beginner,8.5,7.976,8.221
Subtraction,Subtracting Large Numbers,https://youtu.be/HlxqCdDrbdc?si=1RAFlZfZuuD3LnjX,5:04,Intermediate,8.0,7.975,7.868
Fractions to Decimals,How to Convert Fractions to Decimals,https://www.youtube.com/watch?v=guBVW5PiHLs&list=PPSV,8:29,Beginner,9.1,9.109,8.839
Subtraction,Subtracting Large Numbers,https://youtu.be/HlxqCdDrbdc?si=1RAFlZfZuuD3LnjX,5:04,Intermediate,8.0,9.088,7.994
Comparing Fractions,Introduction to Comparing Fractions,https://www.youtube.com/watch?v=KNdUJQ_qd4U,6:30,Beginner,8.3,9.991,8.544
Comparing Fractions,Comparing Fractions with different Denominators,https://youtu.be/d6fCqzuWjbo?si=eVQb7MoRlFCtsvGj,10:11,Intermediate,8.6,7.727,7.703
Multiplication,Master Long Multiplication,https://youtu.be/GKetIwxaenA?si=9tvgkeqmmfUZ80xX,6:25,Beginner,8.5,8.894,8.39
Fractions to Decimals,Convert any Fraction to a Decimal,https://youtu.be/do_IbHId2Os?si=WyTbHiTgY6AaEz_L,6:43,Beginner,8.4,7.843,8.075
Multiplication,Understanding Multiplication,https://youtu.be/_PyA3CJ-V98?si=mTi02JfyOo0ydPLR,13:18,Intermediate,8.8,7.248,7.698
Addition,Multi-Digit Addition,https://youtu.be/mAvuom42NyY?si=3Om627A44-sGimLU,6:28,Beginner,8.5,8.9,8.42
Multiplication,Master Long Multiplication,https://youtu.be/GKetIwxaenA?si=9tvgkeqmmfUZ80xX,6:25,Beginner,8.5,9.106,8.424
Comparing Fractions,Introduction to Comparing Fractions,https://www.youtube.com/watch?v=KNdUJQ_qd4U,6:30,Beginner,8.3,8.581,8.077
Addition,Adding Three Decimals,https://youtu.be/sQ1W919fgq8?si=V7TgnmmWgHYc_A5P,4:55,Beginner,8.2,7.138,7.79
Multiplication,Long Multiplication for Grade 7,https://www.youtube.com/watch?v=r85EMNbWMiE,21:00,Beginner,9.2,8.658,8.083
Ordering Fractions,Learn Ordering Fractions,https://youtu.be/QECYScPz4sA?si=qJW4l4BvbXma1lOP,10:15,Intermediate,8.5,7.796,7.78
Fractions to Decimals,Mastering Fractions to Decimals,https://youtu.be/Mpv7AzOUOqg?si=dMjxnFwXU98D4MpH,9:06,Advanced,8.5,9.557,8.2
Simplifying Fractions,How to Simplify Fractions,https://youtu.be/R-FXE3g8GpU?si=TcmelTK3iD3Nzco1,16:06,Intermediate,8.7,8.902,8.249
Comparing Fractions,Comparing Fractions with different Denominators,https://youtu.be/d6fCqzuWjbo?si=eVQb7MoRlFCtsvGj,10:11,Intermediate,8.6,7.07,7.732
Ordering Fractions,Introduction to Ordering Fractions,https://youtu.be/rL18ZMgCeKU?si=nixffH9YSe3hdGgm,12:04,Beginner,8.2,9.839,8.5
Simplifying Fractions,How to Simplify Fractions,https://youtu.be/R-FXE3g8GpU?si=TcmelTK3iD3Nzco1,16:06,Intermediate,8.7,9.904,8.515
Comparing Fractions,Comparing Fractions with different Denominators,https://youtu.be/d6fCqzuWjbo?si=eVQb7MoRlFCtsvGj,10:11,Intermediate,8.6,9.698,8.58
Multiplication,Box Method Multiplication,https://youtu.be/n3q3XzzIGSY?si=goczDT3wCWGEkSvm,7:19,Intermediate,8.0,7.68,7.456
Multiplication,Long Multiplication for Grade 7,https://www.youtube.com/watch?v=r85EMNbWMiE,21:00,Beginner,9.2,7.156,7.596
Multiplication,Master Long Multiplication,https://youtu.be/GKetIwxaenA?si=9tvgkeqmmfUZ80xX,6:25,Beginner,8.5,7.582,7.923
Division,Long Division for Grade 7,https://www.youtube.com/watch?v=J15nbHRpSiQ,19:57,Beginner,9.0,8.556,8.073
Addition,Add Numbers Faster,https://youtu.be/-x2yAOt_XFY?si=9WXX46kdbQDVhgO8,4:48,Advanced,8.8,7.602,7.895
Comparing Fractions,Comparing Like Fractions,https://youtu.be/H3N5To5fO5U?si=Y3IFqQaqTK2GalSa,4:45,Intermediate,7.8,7.185,7.557
Fractions to Decimals,How to Convert Fractions to Decimals,https://www.youtube.com/watch?v=guBVW5PiHLs&list=PPSV,8:29,Beginner,9.1,7.851,8.486
Division,Basic Division,https://youtu.be/KGMf314LUc0?si=jxaKi8tja1iw8LUl,9:57,Beginner,8.4,9.509,8.422
Subtraction,Subtracting Large Numbers,https://youtu.be/HlxqCdDrbdc?si=1RAFlZfZuuD3LnjX,5:04,Intermediate,8.0,8.454,7.891
Comparing Fractions,Introduction to Comparing Fractions,https://www.youtube.com/watch?v=KNdUJQ_qd4U,6:30,Beginner,8.3,7.157,7.554
Subtraction,Multi-Digit Subtraction,https://youtu.be/Y6M89-6106I?si=6dT-roRnqAH6OHdl,6:56,Beginner,8.3,9.293,8.713
Addition,Adding Three Decimals,https://youtu.be/sQ1W919fgq8?si=V7TgnmmWgHYc_A5P,4:55,Beginner,8.2,8.981,8.403
Addition,Multi-Digit Addition,https://youtu.be/mAvuom42NyY?si=3Om627A44-sGimLU,6:28,Beginner,8.5,7.637,7.975
Division,Long Division with 2-Digit Divisors,https://youtu.be/HdU_rf7eMTI?si=Pr40TqBRgGXrpLxG,13:04,Intermediate,8.6,8.064,7.937
Fractions to Decimals,How to Convert Fractions to Decimals,https://www.youtube.com/watch?v=guBVW5PiHLs&list=PPSV,8:29,Beginner,9.1,8.635,8.438
Division,Basic Division,https://youtu.be/KGMf314LUc0?si=jxaKi8tja1iw8LUl,9:57,Beginner,8.4,8.813,8.204
Subtraction,Multi-Digit Subtraction,https://youtu.be/Y6M89-6106I?si=6dT-roRnqAH6OHdl,6:56,Beginner,8.3,7.295,7.949
Ordering Fractions,Introduction to Ordering Fractions,https://youtu.be/rL18ZMgCeKU?si=nixffH9YSe3hdGgm,12:04,Beginner,8.2,9.17,8.569
Division,Smart Long Division,https://youtu.be/HJYHNxS64f0?si=PJiPytkuwiCJhiuV,14:40,Advanced,8.9,7.825,7.847
Fractions to Decimals,Mastering Fractions to Decimals,https://youtu.be/Mpv7AzOUOqg?si=dMjxnFwXU98D4MpH,9:06,Advanced,8.5,9.927,8.375
Multiplication,Understanding Multiplication,https://youtu.be/_PyA3CJ-V98?si=mTi02JfyOo0ydPLR,13:18,Intermediate,8.8,7.255,7.794
Multiplication,Multi-Digit Multiplication,https://youtu.be/dNSrfoYLQZU?si=fjPUGvSBAA5fmj_V,5:02,Advanced,8.3,9.241,8.266
Division,Long Division for Grade 7,https://www.youtube.com/watch?v=J15nbHRpSiQ,19:57,Beginner,9.0,7.738,7.763
Subtraction,Smart Subtraction,https://youtu.be/3fYgZgbOJmM?si=0Xq66JMU0XrVlOsn,13:38,Intermediate,7.9,7.885,7.611
Simplifying Fractions,How to Simplify Fractions,https://youtu.be/R-FXE3g8GpU?si=TcmelTK3iD3Nzco1,16:06,Intermediate,8.7,8.892,8.123
Multiplication,Understanding Multiplication,https://youtu.be/_PyA3CJ-V98?si=mTi02JfyOo0ydPLR,13:18,Intermediate,8.8,7.769,8.034
Ordering Fractions,Introduction to Ordering Fractions,https://youtu.be/rL18ZMgCeKU?si=nixffH9YSe3hdGgm,12:04,Beginner,8.2,9.929,8.594
Fractions to Decimals,Mastering Fractions to Decimals,https://youtu.be/Mpv7AzOUOqg?si=dMjxnFwXU98D4MpH,9:06,Advanced,8.5,9.021,8.235
Simplifying Fractions,Introduction to Simplifying Fractions,https://youtu.be/k73w_yZb9SM?si=sIcPAuwAjD24B_pV,7:30,Beginner,8.4,9.734,8.537
Addition,Multi-Digit Addition,https://youtu.be/mAvuom42NyY?si=3Om627A44-sGimLU,6:28,Beginner,8.5,9.187,8.811
Multiplication,Multi-Digit Multiplication,https://youtu.be/dNSrfoYLQZU?si=fjPUGvSBAA5fmj_V,5:02,Advanced,8.3,8.894,8.014
Division,Long Division for Grade 7,https://www.youtube.com/watch?v=J15nbHRpSiQ,19:57,Beginner,9.0,7.607,7.86
Division,Long Division with 2-Digit Divisors,https://youtu.be/HdU_rf7eMTI?si=Pr40TqBRgGXrpLxG,13:04,Intermediate,8.6,9.351,8.332
Ordering Fractions,How to Order Fractions,https://www.youtube.com/watch?v=i2PfHDs88YE,6:33,Beginner,8.8,9.126,8.638
Ordering Fractions,Learn Ordering Fractions,https://youtu.be/QECYScPz4sA?si=qJW4l4BvbXma1lOP,10:15,Intermediate,8.5,9.62,8.486
Comparing Fractions,Comparing Fractions with different Denominators,https://youtu.be/d6fCqzuWjbo?si=eVQb7MoRlFCtsvGj,10:11,Intermediate,8.6,9.415,8.527
Comparing Fractions,Comparing Like Fractions,https://youtu.be/H3N5To5fO5U?si=Y3IFqQaqTK2GalSa,4:45,Intermediate,7.8,7.538,7.692
Subtraction,Multi-Digit Subtraction,https://youtu.be/Y6M89-6106I?si=6dT-roRnqAH6OHdl,6:56,Beginner,8.3,7.395,7.79
Simplifying Fractions,How to Simplify Fractions,https://youtu.be/R-FXE3g8GpU?si=TcmelTK3iD3Nzco1,16:06,Intermediate,8.7,9.533,8.291
Fractions to Decimals,How to Convert Fractions to Decimals,https://www.youtube.com/watch?v=guBVW5PiHLs&list=PPSV,8:29,Beginner,9.1,8.711,8.441
Fractions to Decimals,Converting Fractions to Decimals,https://youtu.be/UtHGpx_yp4U?si=tVG8XzrdqWBZp_hs,7:54,Intermediate,8.7,9.183,8.372
Multiplication,Master Long Multiplication,https://youtu.be/GKetIwxaenA?si=9tvgkeqmmfUZ80xX,6:25,Beginner,8.5,7.006,7.709
Fractions to Decimals,Introduction to Fractions to Decimals,https://youtu.be/pDs4a4ijqh0?si=ktPINIYpIFYNILOV,8:00,Intermediate,8.0,8.167,7.728
Simplifying Fractions,Reducing Fractions to Simplest Form,https://youtu.be/gVls1-gjIn0?si=vXNqJqUYBvTrC8xT,11:19,Advanced,8.5,8.328,7.77
Subtraction,Subtracting Large Numbers,https://youtu.be/HlxqCdDrbdc?si=1RAFlZfZuuD3LnjX,5:04,Intermediate,8.0,8.631,8.153
Comparing Fractions,Comparing Fractions,https://www.youtube.com/watch?v=u_QTuWj107o,7:42,Beginner,8.9,8.513,8.584
Multiplication,Understanding Multiplication,https://youtu.be/_PyA3CJ-V98?si=mTi02JfyOo0ydPLR,13:18,Intermediate,8.8,8.362,8.112
Multiplication,Understanding Multiplication,https://youtu.be/_PyA3CJ-V98?si=mTi02JfyOo0ydPLR,13:18,Intermediate,8.8,7.502,7.685
Subtraction,Multi-Digit Subtraction,https://youtu.be/Y6M89-6106I?si=6dT-roRnqAH6OHdl,6:56,Beginner,8.3,8.183,8.136
Ordering Fractions,How to Order Fractions,https://www.youtube.com/watch?v=i2PfHDs88YE,6:33,Beginner,8.8,9.987,8.999
Simplifying Fractions,How to Simplify Fractions,https://youtu.be/R-FXE3g8GpU?si=TcmelTK3iD3Nzco1,16:06,Intermediate,8.7,8.224,8.079
Division,Long Division with 2-Digit Divisors,https://youtu.be/HdU_rf7eMTI?si=Pr40TqBRgGXrpLxG,13:04,Intermediate,8.6,9.479,8.355
Multiplication,Multi-Digit Multiplication,https://youtu.be/dNSrfoYLQZU?si=fjPUGvSBAA5fmj_V,5:02,Advanced,8.3,8.543,8.005
Subtraction,Smart Subtraction,https://youtu.be/3fYgZgbOJmM?si=0Xq66JMU0XrVlOsn,13:38,Intermediate,7.9,9.117,8.002
Addition,Multi-Digit Addition,https://youtu.be/mAvuom42NyY?si=3Om627A44-sGimLU,6:28,Beginner,8.5,9.599,8.7
Fractions to Decimals,Introduction to Fractions to Decimals,https://youtu.be/pDs4a4ijqh0?si=ktPINIYpIFYNILOV,8:00,Intermediate,8.0,9.35,8.359
Multiplication,Long Multiplication for Grade 7,https://www.youtube.com/watch?v=r85EMNbWMiE,21:00,Beginner,9.2,8.639,8.316
Fractions to Decimals,Converting Fractions to Decimals,https://youtu.be/UtHGpx_yp4U?si=tVG8XzrdqWBZp_hs,7:54,Intermediate,8.7,7.369,7.909
Multiplication,Master Long Multiplication,https://youtu.be/GKetIwxaenA?si=9tvgkeqmmfUZ80xX,6:25,Beginner,8.5,7.2,7.996
Subtraction,Multi-Digit Subtraction,https://youtu.be/Y6M89-6106I?si=6dT-roRnqAH6OHdl,6:56,Beginner,8.3,9.784,8.849
Comparing Fractions,Mastering Comparing Fractions,https://youtu.be/PEqV48jMeXw?si=55QJueBjYIoAgbk0,11:09,Advanced,8.7,8.264,8.001
Comparing Fractions,Introduction to Comparing Fractions,https://www.youtube.com/watch?v=KNdUJQ_qd4U,6:30,Beginner,8.3,9.591,8.745
Comparing Fractions,Comparing Fractions,https://www.youtube.com/watch?v=u_QTuWj107o,7:42,Beginner,8.9,9.424,9.041
Division,Basic Division,https://youtu.be/KGMf314LUc0?si=jxaKi8tja1iw8LUl,9:57,Beginner,8.4,8.426,8.102
Comparing Fractions,Comparing Like Fractions,https://youtu.be/H3N5To5fO5U?si=Y3IFqQaqTK2GalSa,4:45,Intermediate,7.8,9.847,8.483
Simplifying Fractions,Reducing Fractions to Simplest Form,https://youtu.be/gVls1-gjIn0?si=vXNqJqUYBvTrC8xT,11:19,Advanced,8.5,9.828,8.438
Division,Division Basics for Beginners,https://youtu.be/InIKW_tfhs4?si=i3EqqM2A_6JHTQYh,3:44,Intermediate,7.8,9.225,8.265
Fractions to Decimals,How to Convert Fractions to Decimals,https://www.youtube.com/watch?v=guBVW5PiHLs&list=PPSV,8:29,Beginner,9.1,9.712,8.852
Subtraction,Subtracting Large Numbers,https://youtu.be/HlxqCdDrbdc?si=1RAFlZfZuuD3LnjX,5:04,Intermediate,8.0,9.465,8.121
Fractions to Decimals,Converting Fractions to Decimals,https://youtu.be/UtHGpx_yp4U?si=tVG8XzrdqWBZp_hs,7:54,Intermediate,8.7,7.409,7.793
Comparing Fractions,Comparing Fractions,https://www.youtube.com/watch?v=u_QTuWj107o,7:42,Beginner,8.9,7.826,8.078
Addition,Adding Large Numbers,https://youtu.be/T9asFgfN5bg?si=CI2z3n21hND5aFvQ,5:03,Intermediate,7.8,9.567,8.329
Ordering Fractions,Introduction to Ordering Fractions,https://youtu.be/rL18ZMgCeKU?si=nixffH9YSe3hdGgm,12:04,Beginner,8.2,7.063,7.463
Simplifying Fractions,Learn Fraction Simplification,https://youtu.be/IuB8yTJ0-hk?si=8-bnaKA-irwAua1m,6:20,Intermediate,8.0,8.374,7.951
Ordering Fractions,Fraction Ordering,https://youtu.be/76s8ZzK87rA?si=F0Z4GtJkicWyq5_A,14:40,Intermediate,7.9,7.222,7.136
Subtraction,Subtracting Whole Numbers,https://www.youtube.com/watch?v=z4bTlVxU9C0,8:40,Beginner,8.7,7.77,7.982
Addition,Adding Large Numbers,https://youtu.be/T9asFgfN5bg?si=CI2z3n21hND5aFvQ,5:03,Intermediate,7.8,9.851,8.549
Addition,Decimal Arithmetic,https://www.youtube.com/watch?v=kwh4SD1ToFc,12:14,Intermediate,9.0,7.577,7.893
Simplifying Fractions,Learn Fraction Simplification,https://youtu.be/IuB8yTJ0-hk?si=8-bnaKA-irwAua1m,6:20,Intermediate,8.0,8.964,8.129
Addition,Adding Three Decimals,https://youtu.be/sQ1W919fgq8?si=V7TgnmmWgHYc_A5P,4:55,Beginner,8.2,8.869,8.442
Simplifying Fractions,Simplifying Fractions,https://www.youtube.com/watch?v=AtBUQH8Tkqc&t=67s,8:30,Beginner,9.0,8.872,8.742
Division,Basic Division,https://youtu.be/KGMf314LUc0?si=jxaKi8tja1iw8LUl,9:57,Beginner,8.4,8.245,8.029
Comparing Fractions,Mastering Comparing Fractions,https://youtu.be/PEqV48jMeXw?si=55QJueBjYIoAgbk0,11:09,Advanced,8.7,9.375,8.24
Subtraction,Introduction to Subtraction,https://youtu.be/r3qKojj4g4g?si=-XA75LAElZS8jQOy,10:42,Advanced,8.6,8.972,8.094
Fractions to Decimals,Introduction to Fractions to Decimals,https://youtu.be/pDs4a4ijqh0?si=ktPINIYpIFYNILOV,8:00,Intermediate,8.0,7.85,7.468
Division,Basic Division,https://youtu.be/KGMf314LUc0?si=jxaKi8tja1iw8LUl,9:57,Beginner,8.4,8.647,8.103
Ordering Fractions,How to Order Fractions,https://www.youtube.com/watch?v=i2PfHDs88YE,6:33,Beginner,8.8,8.698,8.504
Simplifying Fractions,Simplifying Fractions,https://www.youtube.com/watch?v=AtBUQH8Tkqc&t=67s,8:30,Beginner,9.0,7.171,8.032
Addition,Decimal Arithmetic,https://www.youtube.com/watch?v=kwh4SD1ToFc,12:14,Intermediate,9.0,8.276,8.146
Comparing Fractions,Introduction to Comparing Fractions,https://www.youtube.com/watch?v=KNdUJQ_qd4U,6:30,Beginner,8.3,7.682,7.947
Simplifying Fractions,How to Simplify Fractions,https://youtu.be/R-FXE3g8GpU?si=TcmelTK3iD3Nzco1,16:06,Intermediate,8.7,7.643,7.646
Ordering Fractions,Fraction Ordering,https://youtu.be/76s8ZzK87rA?si=F0Z4GtJkicWyq5_A,14:40,Intermediate,7.9,8.378,7.583
Addition,Decimal Arithmetic,https://www.youtube.com/watch?v=kwh4SD1ToFc,12:14,Intermediate,9.0,7.628,8.076
Division,Smart Long Division,https://youtu.be/HJYHNxS64f0?si=PJiPytkuwiCJhiuV,14:40,Advanced,8.9,8.949,8.108
Multiplication,Long Multiplication for Grade 7,https://www.youtube.com/watch?v=r85EMNbWMiE,21:00,Beginner,9.2,8.122,7.996
Multiplication,Multi-Digit Multiplication,https://youtu.be/dNSrfoYLQZU?si=fjPUGvSBAA5fmj_V,5:02,Advanced,8.3,8.436,8.035
Fractions to Decimals,Introduction to Fractions to Decimals,https://youtu.be/pDs4a4ijqh0?si=ktPINIYpIFYNILOV,8:00,Intermediate,8.0,9.198,8.178
Addition,Decimal Arithmetic,https://www.youtube.com/watch?v=kwh4SD1ToFc,12:14,Intermediate,9.0,8.817,8.363
Subtraction,Subtracting Whole Numbers,https://www.youtube.com/watch?v=z4bTlVxU9C0,8:40,Beginner,8.7,8.926,8.602
Subtraction,Subtracting Whole Numbers,https://www.youtube.com/watch?v=z4bTlVxU9C0,8:40,Beginner,8.7,8.64,8.412
Addition,Adding Three Decimals,https://youtu.be/sQ1W919fgq8?si=V7TgnmmWgHYc_A5P,4:55,Beginner,8.2,7.469,7.977
Addition,Decimal Arithmetic,https://www.youtube.com/watch?v=kwh4SD1ToFc,12:14,Intermediate,9.0,8.236,8.203
Addition,Adding Large Numbers,https://youtu.be/T9asFgfN5bg?si=CI2z3n21hND5aFvQ,5:03,Intermediate,7.8,7.42,7.63
Division,Basic Division,https://youtu.be/KGMf314LUc0?si=jxaKi8tja1iw8LUl,9:57,Beginner,8.4,9.64,8.619
Subtraction,Subtracting Large Numbers,https://youtu.be/HlxqCdDrbdc?si=1RAFlZfZuuD3LnjX,5:04,Intermediate,8.0,9.633,8.462
Comparing Fractions,Comparing Fractions,https://www.youtube.com/watch?v=u_QTuWj107o,7:42,Beginner,8.9,7.669,8.221
Subtraction,Multi-Digit Subtraction,https://youtu.be/Y6M89-6106I?si=6dT-roRnqAH6OHdl,6:56,Beginner,8.3,8.06,7.866
Simplifying Fractions,Introduction to Simplifying Fractions,https://youtu.be/k73w_yZb9SM?si=sIcPAuwAjD24B_pV,7:30,Beginner,8.4,9.308,8.341
Division,Long Division for Grade 7,https://www.youtube.com/watch?v=J15nbHRpSiQ,19:57,Beginner,9.0,7.531,7.844
Simplifying Fractions,Introduction to Simplifying Fractions,https://youtu.be/k73w_yZb9SM?si=sIcPAuwAjD24B_pV,7:30,Beginner,8.4,9.811,8.779
Fractions to Decimals,Converting Fractions to Decimals,https://youtu.be/UtHGpx_yp4U?si=tVG8XzrdqWBZp_hs,7:54,Intermediate,8.7,8.063,8.037
Multiplication,Long Multiplication for Grade 7,https://www.youtube.com/watch?v=r85EMNbWMiE,21:00,Beginner,9.2,7.205,7.665
Comparing Fractions,Comparing Fractions with different Denominators,https://youtu.be/d6fCqzuWjbo?si=eVQb7MoRlFCtsvGj,10:11,Intermediate,8.6,9.165,8.49
Multiplication,Multi-Digit Multiplication,https://youtu.be/dNSrfoYLQZU?si=fjPUGvSBAA5fmj_V,5:02,Advanced,8.3,9.022,8.099
Subtraction,Multi-Digit Subtraction,https://youtu.be/Y6M89-6106I?si=6dT-roRnqAH6OHdl,6:56,Beginner,8.3,8.465,8.273
Addition,Decimal Arithmetic,https://www.youtube.com/watch?v=kwh4SD1ToFc,12:14,Intermediate,9.0,7.738,8.033
Division,Smart Long Division,https://youtu.be/HJYHNxS64f0?si=PJiPytkuwiCJhiuV,14:40,Advanced,8.9,9.462,8.291
Addition,Add Numbers Faster,https://youtu.be/-x2yAOt_XFY?si=9WXX46kdbQDVhgO8,4:48,Advanced,8.8,7.398,7.701
Fractions to Decimals,How to Convert Fractions to Decimals,https://www.youtube.com/watch?v=guBVW5PiHLs&list=PPSV,8:29,Beginner,9.1,8.462,8.694
Subtraction,Subtracting Whole Numbers,https://www.youtube.com/watch?v=z4bTlVxU9C0,8:40,Beginner,8.7,9.295,8.506
Addition,Decimal Arithmetic,https://www.youtube.com/watch?v=kwh4SD1ToFc,12:14,Intermediate,9.0,9.193,8.511
Comparing Fractions,Comparing Fractions,https://www.youtube.com/watch?v=u_QTuWj107o,7:42,Beginner,8.9,8.173,8.349
Ordering Fractions,Fraction Ordering,https://youtu.be/76s8ZzK87rA?si=F0Z4GtJkicWyq5_A,14:40,Intermediate,7.9,8.431,7.672
Subtraction,Introduction to Subtraction,https://youtu.be/r3qKojj4g4g?si=-XA75LAElZS8jQOy,10:42,Advanced,8.6,9.367,8.375
Multiplication,Master Long Multiplication,https://youtu.be/GKetIwxaenA?si=9tvgkeqmmfUZ80xX,6:25,Beginner,8.5,8.849,8.472
Simplifying Fractions,Reducing Fractions to Simplest Form,https://youtu.be/gVls1-gjIn0?si=vXNqJqUYBvTrC8xT,11:19,Advanced,8.5,7.693,7.652
Addition,Multi-Digit Addition,https://youtu.be/mAvuom42NyY?si=3Om627A44-sGimLU,6:28,Beginner,8.5,7.933,8.075
Fractions to Decimals,How to Convert Fractions to Decimals,https://www.youtube.com/watch?v=guBVW5PiHLs&list=PPSV,8:29,Beginner,9.1,9.588,9.12
Ordering Fractions,Learn Ordering Fractions,https://youtu.be/QECYScPz4sA?si=qJW4l4BvbXma1lOP,10:15,Intermediate,8.5,8.366,7.941
Fractions to Decimals,Converting Fractions to Decimals,https://youtu.be/UtHGpx_yp4U?si=tVG8XzrdqWBZp_hs,7:54,Intermediate,8.7,7.694,7.875
Subtraction,Subtracting Large Numbers,https://youtu.be/HlxqCdDrbdc?si=1RAFlZfZuuD3LnjX,5:04,Intermediate,8.0,8.97,8.273
Ordering Fractions,Mastering Fractions,https://youtu.be/XvjQcHbUNNw?si=Xyv5SPufpJclBZIf,8:00,Advanced,8.7,9.0,8.352
Multiplication,Long Multiplication for Grade 7,https://www.youtube.com/watch?v=r85EMNbWMiE,21:00,Beginner,9.2,7.472,8.155
Fractions to Decimals,Introduction to Fractions to Decimals,https://youtu.be/pDs4a4ijqh0?si=ktPINIYpIFYNILOV,8:00,Intermediate,8.0,8.262,7.92
Ordering Fractions,How to Order Fractions,https://www.youtube.com/watch?v=i2PfHDs88YE,6:33,Beginner,8.8,7.635,8.155
Fractions to Decimals,Introduction to Fractions to Decimals,https://youtu.be/pDs4a4ijqh0?si=ktPINIYpIFYNILOV,8:00,Intermediate,8.0,7.911,7.557
Addition,Multi-Digit Addition,https://youtu.be/mAvuom42NyY?si=3Om627A44-sGimLU,6:28,Beginner,8.5,7.348,7.914
Addition,Decimal Arithmetic,https://www.youtube.com/watch?v=kwh4SD1ToFc,12:14,Intermediate,9.0,9.368,8.289
Comparing Fractions,Comparing Fractions with different Denominators,https://youtu.be/d6fCqzuWjbo?si=eVQb7MoRlFCtsvGj,10:11,Intermediate,8.6,7.923,7.924
Addition,Adding Three Decimals,https://youtu.be/sQ1W919fgq8?si=V7TgnmmWgHYc_A5P,4:55,Beginner,8.2,9.821,8.497
Ordering Fractions,Mastering Fractions,https://youtu.be/XvjQcHbUNNw?si=Xyv5SPufpJclBZIf,8:00,Advanced,8.7,7.72,7.774
Ordering Fractions,Fraction Ordering,https://youtu.be/76s8ZzK87rA?si=F0Z4GtJkicWyq5_A,14:40,Intermediate,7.9,8.984,7.834
Subtraction,Introduction to Subtraction,https://youtu.be/r3qKojj4g4g?si=-XA75LAElZS8jQOy,10:42,Advanced,8.6,7.145,7.378
Ordering Fractions,Learn Ordering Fractions,https://youtu.be/QECYScPz4sA?si=qJW4l4BvbXma1lOP,10:15,Intermediate,8.5,8.746,8.084
Simplifying Fractions,Introduction to Simplifying Fractions,https://youtu.be/k73w_yZb9SM?si=sIcPAuwAjD24B_pV,7:30,Beginner,8.4,7.763,8.04
Subtraction,Smart Subtraction,https://youtu.be/3fYgZgbOJmM?si=0Xq66JMU0XrVlOsn,13:38,Intermediate,7.9,7.463,7.466
Division,Division Basics for Beginners,https://youtu.be/InIKW_tfhs4?si=i3EqqM2A_6JHTQYh,3:44,Intermediate,7.8,9.694,8.311
Ordering Fractions,Introduction to Ordering Fractions,https://youtu.be/rL18ZMgCeKU?si=nixffH9YSe3hdGgm,12:04,Beginner,8.2,7.775,7.793
Fractions to Decimals,Mastering Fractions to Decimals,https://youtu.be/Mpv7AzOUOqg?si=dMjxnFwXU98D4MpH,9:06,Advanced,8.5,8.712,8.07
Fractions to Decimals,How to Convert Fractions to Decimals,https://www.youtube.com/watch?v=guBVW5PiHLs&list=PPSV,8:29,Beginner,9.1,8.42,8.357
Subtraction,Introduction to Subtraction,https://youtu.be/r3qKojj4g4g?si=-XA75LAElZS8jQOy,10:42,Advanced,8.6,9.873,8.398
Comparing Fractions,Comparing Like Fractions,https://youtu.be/H3N5To5fO5U?si=Y3IFqQaqTK2GalSa,4:45,Intermediate,7.8,9.373,8.23
Comparing Fractions,Mastering Comparing Fractions,https://youtu.be/PEqV48jMeXw?si=55QJueBjYIoAgbk0,11:09,Advanced,8.7,8.722,7.995
Addition,Add Numbers Faster,https://youtu.be/-x2yAOt_XFY?si=9WXX46kdbQDVhgO8,4:48,Advanced,8.8,9.615,8.875
Simplifying Fractions,Reducing Fractions to Simplest Form,https://youtu.be/gVls1-gjIn0?si=vXNqJqUYBvTrC8xT,11:19,Advanced,8.5,7.845,7.673
Multiplication,Master Long Multiplication,https://youtu.be/GKetIwxaenA?si=9tvgkeqmmfUZ80xX,6:25,Beginner,8.5,7.054,8.013
Addition,Adding Large Numbers,https://youtu.be/T9asFgfN5bg?si=CI2z3n21hND5aFvQ,5:03,Intermediate,7.8,9.622,8.411
